fundISINCode,distType,distKey,distValue,reportDate
"HK0000084514","100","3","0.007558","2021-10-31"
"HK0000084514","100","4","0.023990","2021-10-31"
"HK0000084514","100","5","0.057308","2021-10-31"
"HK0000084514","100","6","0.023150","2021-10-31"
"HK0000084514","100","7","0.007244","2021-10-31"
"HK0000084514","100","8","0.001717","2021-10-31"
"HK0000084514","100","9","0.001182","2021-10-31"
"HK0000084514","100","10","0.019174","2021-10-31"
"HK0000084514","100","11","0.008681","2021-10-31"
"HK0000084514","100","12","0.037327","2021-10-31"
"HK0000084514","100","13","0.037969","2021-10-31"
"HK0000084514","100","14","0.055673","2021-10-31"
"HK0000084514","100","15","0.375746","2021-10-31"
"HK0000084514","200","101","0.018365","2021-10-31"
"HK0000084514","200","102","0.025627","2021-10-31"
"HK0000084514","200","103","0.063663","2021-10-31"
"HK0000084514","200","104","0.073677","2021-10-31"
"HK0000084514","200","205","0.037197","2021-10-31"
"HK0000084514","200","206","0.033538","2021-10-31"
"HK0000084514","200","207","0.044340","2021-10-31"
"HK0000084522","300","1","0.431663","2021-10-31"
"HK0000084522","300","3","0.434172","2021-10-31"
"HK0000084522","300","5","0.011702","2021-10-31"
"HK0000084522","300","6","0.036004","2021-10-31"
"HK0000084522","300","7","0.085788","2021-10-31"
"HK0000084522","300","8","0.000672","2021-10-31"
"HK0000084522","100","1","0.180763","2021-10-31"
"HK0000084522","100","2","0.025357","2021-10-31"
"HK0000084522","100","3","0.007558","2021-10-31"
"HK0000084522","100","4","0.023990","2021-10-31"
"HK0000084522","100","5","0.057308","2021-10-31"
"HK0000084522","100","6","0.023150","2021-10-31"
"HK0000084522","100","7","0.007244","2021-10-31"
"HK0000084522","100","8","0.001717","2021-10-31"
"HK0000084522","100","9","0.001182","2021-10-31"
"HK0000084522","100","10","0.019174","2021-10-31"
"HK0000084522","100","11","0.008681","2021-10-31"
"HK0000084522","100","12","0.037327","2021-10-31"
"HK0000084522","100","13","0.037969","2021-10-31"
"HK0000084522","100","14","0.055673","2021-10-31"
"HK0000084522","100","15","0.375746","2021-10-31"
"HK0000084522","200","101","0.018365","2021-10-31"
"HK0000084522","200","102","0.025627","2021-10-31"
"HK0000084522","200","103","0.063663","2021-10-31"
"HK0000084522","200","104","0.073677","2021-10-31"
"HK0000084522","200","205","0.037197","2021-10-31"
"HK0000084522","200","206","0.033538","2021-10-31"
"HK0000084522","200","207","0.044340","2021-10-31"
"HK0000084522","200","308","0.034273","2021-10-31"
"HK0000084522","200","309","0.025484","2021-10-31"
"HK0000084522","200","310","0.027873","2021-10-31"
"HK0000084522","200","311","0.045304","2021-10-31"
"HK0000095296","300","1","0.431663","2021-10-31"
"HK0000095296","300","3","0.434172","2021-10-31"
"HK0000095296","300","5","0.011702","2021-10-31"
"HK0000095296","300","6","0.036004","2021-10-31"
"HK0000095296","300","7","0.085788","2021-10-31"
"HK0000095296","300","8","0.000672","2021-10-31"
"HK0000095296","100","1","0.180763","2021-10-31"
"HK0000095296","100","2","0.025357","2021-10-31"
"HK0000095296","100","3","0.007558","2021-10-31"
"HK0000095296","100","4","0.023990","2021-10-31"
"HK0000095296","100","5","0.057308","2021-10-31"
"HK0000095296","100","6","0.023150","2021-10-31"
"HK0000095296","100","7","0.007244","2021-10-31"
"HK0000095296","100","8","0.001717","2021-10-31"
"HK0000095296","100","9","0.001182","2021-10-31"
"HK0000095296","100","10","0.019174","2021-10-31"
"HK0000095296","100","11","0.008681","2021-10-31"
"HK0000095296","100","12","0.037327","2021-10-31"
"HK0000095296","100","13","0.037969","2021-10-31"
"HK0000095296","100","14","0.055673","2021-10-31"
"HK0000095296","100","15","0.375746","2021-10-31"
"HK0000095296","200","101","0.018365","2021-10-31"
"HK0000095296","200","102","0.025627","2021-10-31"
"HK0000095296","200","103","0.063663","2021-10-31"
"HK0000095296","200","104","0.073677","2021-10-31"
"HK0000095296","200","205","0.037197","2021-10-31"
"HK0000095296","200","206","0.033538","2021-10-31"
"HK0000095296","200","207","0.044340","2021-10-31"
"HK0000095296","200","308","0.034273","2021-10-31"
"HK0000095296","200","309","0.025484","2021-10-31"
"HK0000095296","200","310","0.027873","2021-10-31"
"HK0000095296","200","311","0.045304","2021-10-31"
"HK0000099173","300","10","0.273300","2021-06-30"
"HK0000099173","300","30","0.630444","2021-06-30"
"HK0000099173","300","50","0.143035","2021-06-30"
"HK0000102936","300","10","0.228794","2021-10-31"
"HK0000102936","300","30","0.736033","2021-10-31"
"HK0000102936","300","50","0.035173","2021-10-31"
"HK0000102936","100","3","0.019624","2021-10-31"
"HK0000102936","100","11","0.002544","2021-10-31"
"HK0000102936","100","12","0.163065","2021-10-31"
"HK0000102936","100","13","0.700805","2021-10-31"
"HK0000102936","100","14","0.720429","2021-10-31"
"HK0000102936","100","15","0.179250","2021-10-31"
"HK0000105533","300","10","0.228794","2021-10-31"
"HK0000105533","300","30","0.736033","2021-10-31"
"HK0000105533","300","50","0.035173","2021-10-31"
"HK0000105533","100","3","0.019624","2021-10-31"
"HK0000105533","100","11","0.002544","2021-10-31"
"HK0000105533","100","12","0.163065","2021-10-31"
"HK0000105533","100","13","0.700805","2021-10-31"
"HK0000105533","100","14","0.720429","2021-10-31"
"HK0000105533","100","15","0.179250","2021-10-31"
"HK0000123940","300","1","0.984665","2021-11-30"
"HK0000123940","300","7","0.015335","2021-11-30"
"HK0000123940","100","11","0.004989","2021-11-30"
"HK0000123940","100","12","0.304824","2021-11-30"
"HK0000123940","100","13","0.674442","2021-11-30"
"HK0000123940","100","14","0.674442","2021-11-30"
"HK0000123940","100","15","0.309812","2021-11-30"
"HK0000123940","200","101","0.048011","2021-11-30"
"HK0000123940","200","102","0.065208","2021-11-30"
"HK0000123940","200","103","0.362759","2021-11-30"
"HK0000123940","200","104","0.075831","2021-11-30"
"HK0000123940","200","205","0.056501","2021-11-30"
"HK0000123940","200","206","0.028734","2021-11-30"
"HK0000123940","200","207","0.018519","2021-11-30"
"HK0000123940","200","308","0.187227","2021-11-30"
"HK0000123940","200","309","0.026713","2021-11-30"
"HK0000123940","200","310","0.076942","2021-11-30"
"HK0000123940","200","311","0.037636","2021-11-30"
"HK0000130705","300","1","0.937854","2021-06-30"
"HK0000130705","300","7","0.062147","2021-06-30"
"HK0000130705","100","1","0.082840","2021-06-30"
"HK0000130705","100","5","0.068629","2021-06-30"
"HK0000130705","100","13","0.786384","2021-06-30"
"HK0000130705","100","14","0.786384","2021-06-30"
"HK0000130705","100","15","0.151469","2021-06-30"
"HK0000130705","200","102","0.150130","2021-06-30"
"HK0000130705","200","103","0.164035","2021-06-30"
"HK0000130705","200","205","0.241232","2021-06-30"
"HK0000130705","200","206","0.220323","2021-06-30"
"HK0000130705","200","308","0.091199","2021-06-30"
"HK0000130705","200","311","0.070936","2021-06-30"
"HK0000151891","300","1","0.997365","2021-10-31"
"HK0000151891","300","7","0.002635","2021-10-31"
"HK0000151891","100","1","0.005317","2021-10-31"
"HK0000151891","100","4","0.022223","2021-10-31"
"HK0000151891","100","11","0.155817","2021-10-31"
"HK0000151891","100","12","0.428500","2021-10-31"
"HK0000151891","100","13","0.385508","2021-10-31"
"HK0000151891","100","14","0.385508","2021-10-31"
"HK0000151891","100","15","0.611857","2021-10-31"
"HK0000151891","200","101","0.045326","2021-10-31"
"HK0000151891","200","102","0.090726","2021-10-31"
"HK0000151891","200","103","0.309248","2021-10-31"
"HK0000151891","200","104","0.051381","2021-10-31"
"HK0000151891","200","205","0.066982","2021-10-31"
"HK0000151891","200","206","0.000850","2021-10-31"
"HK0000151891","200","207","0.030324","2021-10-31"
"HK0000151891","200","308","0.075844","2021-10-31"
"HK0000151891","200","309","0.024067","2021-10-31"
"HK0000151891","200","310","0.049781","2021-10-31"
"HK0000151891","200","311","0.252836","2021-10-31"
"HK0000161320","300","10","0.231328","2020-12-31"
"HK0000161320","300","30","0.610927","2020-12-31"
"HK0000161320","300","50","0.050566","2020-12-31"
"HK0000161320","100","12","0.482718","2020-12-31"
"HK0000161320","100","13","0.141180","2020-12-31"
"HK0000161320","100","14","0.141180","2020-12-31"
"HK0000161320","100","15","0.482718","2020-12-31"
"HK0000181096","300","1","0.697840","2021-06-30"
"HK0000181096","300","3","0.298244","2021-06-30"
"HK0000181096","300","6","0.000204","2021-06-30"
"HK0000181096","300","7","0.003712","2021-06-30"
"HK0000181096","100","13","0.697835","2021-06-30"
"HK0000181096","100","14","0.697835","2021-06-30"
"HK0000181096","200","101","0.109813","2021-06-30"
"HK0000181096","200","102","0.043434","2021-06-30"
"HK0000181096","200","103","0.172183","2021-06-30"
"HK0000181096","200","104","0.031834","2021-06-30"
"HK0000181096","200","205","0.100716","2021-06-30"
"HK0000181096","200","206","0.091033","2021-06-30"
"HK0000181096","200","207","0.000019","2021-06-30"
"HK0000181096","200","308","0.006919","2021-06-30"
"HK0000181096","200","310","0.060865","2021-06-30"
"HK0000181096","200","311","0.081019","2021-06-30"
"HK0000181112","300","1","0.697840","2021-06-30"
"HK0000181112","300","3","0.298244","2021-06-30"
"HK0000181112","300","6","0.000204","2021-06-30"
"HK0000181112","300","7","0.003712","2021-06-30"
"HK0000181112","100","13","0.697835","2021-06-30"
"HK0000181112","100","14","0.697835","2021-06-30"
"HK0000181112","200","101","0.109813","2021-06-30"
"HK0000181112","200","102","0.043434","2021-06-30"
"HK0000181112","200","103","0.172183","2021-06-30"
"HK0000181112","200","104","0.031834","2021-06-30"
"HK0000181112","200","205","0.100716","2021-06-30"
"HK0000181112","200","206","0.091033","2021-06-30"
"HK0000181112","200","207","0.000019","2021-06-30"
"HK0000181112","200","308","0.006919","2021-06-30"
"HK0000181112","200","310","0.060865","2021-06-30"
"HK0000181112","200","311","0.081019","2021-06-30"
"HK0000181138","300","1","0.697840","2021-06-30"
"HK0000181138","300","3","0.298244","2021-06-30"
"HK0000181138","300","6","0.000204","2021-06-30"
"HK0000181138","300","7","0.003712","2021-06-30"
"HK0000181138","100","13","0.697835","2021-06-30"
"HK0000181138","100","14","0.697835","2021-06-30"
"HK0000181138","200","101","0.109813","2021-06-30"
"HK0000181138","200","102","0.043434","2021-06-30"
"HK0000181138","200","103","0.172183","2021-06-30"
"HK0000181138","200","104","0.031834","2021-06-30"
"HK0000181138","200","205","0.100716","2021-06-30"
"HK0000181138","200","206","0.091033","2021-06-30"
"HK0000181138","200","207","0.000019","2021-06-30"
"HK0000181138","200","308","0.006919","2021-06-30"
"HK0000181138","200","310","0.060865","2021-06-30"
"HK0000181138","200","311","0.081019","2021-06-30"
"HK0000216926","300","1","0.459103","2021-10-31"
"HK0000216926","300","3","0.454022","2021-10-31"
"HK0000216926","300","6","0.010977","2021-10-31"
"HK0000216926","300","7","0.075899","2021-10-31"
"HK0000216926","100","1","0.002704","2021-10-31"
"HK0000216926","100","12","0.042388","2021-10-31"
"HK0000216926","100","13","0.414011","2021-10-31"
"HK0000216926","100","14","0.414011","2021-10-31"
"HK0000216926","100","15","0.045092","2021-10-31"
"HK0000216926","200","101","0.005831","2021-10-31"
"HK0000216926","200","102","0.107769","2021-10-31"
"HK0000216926","200","103","0.057180","2021-10-31"
"HK0000216926","200","104","0.023842","2021-10-31"
"HK0000216926","200","205","0.035999","2021-10-31"
"HK0000216926","200","206","0.028932","2021-10-31"
"HK0000216926","200","207","0.011116","2021-10-31"
"HK0000216926","200","308","0.088122","2021-10-31"
"HK0000216926","200","309","0.021804","2021-10-31"
"HK0000216926","200","310","0.025913","2021-10-31"
"HK0000216926","200","311","0.052490","2021-10-31"
"HK0000216942","300","1","0.459103","2021-10-31"
"HK0000216942","300","3","0.454022","2021-10-31"
"HK0000216942","300","6","0.010977","2021-10-31"
"HK0000216942","300","7","0.075899","2021-10-31"
"HK0000216942","100","1","0.002704","2021-10-31"
"HK0000216942","100","12","0.042388","2021-10-31"
"HK0000216942","100","13","0.414011","2021-10-31"
"HK0000216942","100","14","0.414011","2021-10-31"
"HK0000216942","100","15","0.045092","2021-10-31"
"HK0000216942","200","101","0.005831","2021-10-31"
"HK0000216942","200","102","0.107769","2021-10-31"
"HK0000216942","200","103","0.057180","2021-10-31"
"HK0000216942","200","104","0.023842","2021-10-31"
"HK0000216942","200","205","0.035999","2021-10-31"
"HK0000216942","200","206","0.028932","2021-10-31"
"HK0000216942","200","207","0.011116","2021-10-31"
"HK0000216942","200","308","0.088122","2021-10-31"
"HK0000216942","200","309","0.021804","2021-10-31"
"HK0000216942","200","310","0.025913","2021-10-31"
"HK0000216942","200","311","0.052490","2021-10-31"
"HK0000252152","300","1","0.909245","2021-06-30"
"HK0000252152","300","7","0.090801","2021-06-30"
"HK0000252152","300","8","-0.000046","2021-06-30"
"HK0000252152","100","12","0.092677","2021-06-30"
"HK0000252152","100","13","0.816568","2021-06-30"
"HK0000252152","100","14","0.816568","2021-06-30"
"HK0000252152","100","15","0.092677","2021-06-30"
"HK0000252152","200","102","0.264420","2021-06-30"
"HK0000252152","200","103","0.039482","2021-06-30"
"HK0000252152","200","104","0.010444","2021-06-30"
"HK0000252152","200","205","0.124009","2021-06-30"
"HK0000252152","200","206","0.152915","2021-06-30"
"HK0000252152","200","207","0.044171","2021-06-30"
"HK0000252152","200","308","0.101291","2021-06-30"
"HK0000252152","200","309","0.059375","2021-06-30"
"HK0000252152","200","310","0.067504","2021-06-30"
"HK0000252152","200","311","0.045636","2021-06-30"
"HK0000252160","100","13","0.816568","2021-06-30"
"HK0000252160","100","14","0.816568","2021-06-30"
"HK0000252160","100","15","0.092677","2021-06-30"
"HK0000252160","200","102","0.264420","2021-06-30"
"HK0000252160","200","103","0.039482","2021-06-30"
"HK0000252160","200","104","0.010444","2021-06-30"
"HK0000252160","200","205","0.124009","2021-06-30"
"HK0000252160","200","206","0.152915","2021-06-30"
"HK0000252160","200","207","0.044171","2021-06-30"
"HK0000252160","200","308","0.101291","2021-06-30"
"HK0000252160","200","309","0.059375","2021-06-30"
"HK0000252160","200","310","0.067504","2021-06-30"
"HK0000252160","200","311","0.045636","2021-06-30"
"HK0000252160","300","1","0.909245","2021-06-30"
"HK0000252160","300","7","0.090801","2021-06-30"
"HK0000252160","300","8","-0.000046","2021-06-30"
"HK0000252160","100","12","0.092677","2021-06-30"
"HK0000264884","300","1","0.963150","2021-09-30"
"HK0000264884","300","7","0.036850","2021-09-30"
"HK0000264884","100","12","0.251622","2021-09-30"
"HK0000264884","100","13","0.711528","2021-09-30"
"HK0000264884","100","14","0.711528","2021-09-30"
"HK0000264884","100","15","0.251622","2021-09-30"
"HK0000264884","200","101","0.018546","2021-09-30"
"HK0000264884","200","102","0.175137","2021-09-30"
"HK0000264884","200","103","0.155303","2021-09-30"
"HK0000264884","200","104","0.009382","2021-09-30"
"HK0000264884","200","205","0.125906","2021-09-30"
"HK0000264884","200","206","0.085535","2021-09-30"
"HK0000264884","200","207","0.023433","2021-09-30"
"HK0000264884","200","308","0.056824","2021-09-30"
"HK0000264884","200","310","0.062636","2021-09-30"
"HK0000264884","200","311","0.250448","2021-09-30"
"HK0000283223","300","1","1.014985","2021-06-30"
"HK0000283223","300","8","-0.014985","2021-06-30"
"HK0000283223","100","1","0.062382","2021-06-30"
"HK0000283223","100","11","0.026458","2021-06-30"
"HK0000283223","100","12","0.104449","2021-06-30"
"HK0000283223","100","13","0.821697","2021-06-30"
"HK0000283223","100","14","0.821697","2021-06-30"
"HK0000283223","100","15","0.193288","2021-06-30"
"HK0000283223","200","101","0.009356","2021-06-30"
"HK0000283223","200","102","0.282229","2021-06-30"
"HK0000283223","200","103","0.090821","2021-06-30"
"HK0000283223","200","104","0.129564","2021-06-30"
"HK0000283223","200","205","0.038932","2021-06-30"
"HK0000283223","200","206","0.105242","2021-06-30"
"HK0000283223","200","308","0.133667","2021-06-30"
"HK0000283223","200","310","0.033782","2021-06-30"
"HK0000283223","200","311","0.164934","2021-06-30"
"HK0000283249","300","1","1.014985","2021-06-30"
"HK0000283249","300","8","-0.014985","2021-06-30"
"HK0000283249","100","1","0.062382","2021-06-30"
"HK0000283249","100","11","0.026458","2021-06-30"
"HK0000283249","100","12","0.104449","2021-06-30"
"HK0000283249","100","13","0.821697","2021-06-30"
"HK0000283249","100","14","0.821697","2021-06-30"
"HK0000283249","100","15","0.193288","2021-06-30"
"HK0000283249","200","101","0.009356","2021-06-30"
"HK0000283249","200","102","0.282229","2021-06-30"
"HK0000283249","200","103","0.090821","2021-06-30"
"HK0000283249","200","104","0.129564","2021-06-30"
"HK0000283249","200","205","0.038932","2021-06-30"
"HK0000283249","200","206","0.105242","2021-06-30"
"HK0000283249","200","308","0.133667","2021-06-30"
"HK0000283249","200","310","0.033782","2021-06-30"
"HK0000283249","200","311","0.164934","2021-06-30"
"HK0000284007","300","10","0.197931","2021-06-30"
"HK0000284007","300","30","0.647434","2021-06-30"
"HK0000284007","300","50","0.079496","2021-06-30"
"HK0000284015","300","10","0.197931","2021-06-30"
"HK0000284015","300","30","0.647434","2021-06-30"
"HK0000284015","300","50","0.079496","2021-06-30"
"HK0000294535","300","10","0.035955","2021-06-30"
"HK0000294535","300","30","0.549559","2021-06-30"
"HK0000294535","300","50","0.387154","2021-06-30"
"HK0000294535","300","60","0.002823","2021-06-30"
"HK0000294535","100","1","0.077941","2021-06-30"
"HK0000294535","100","10","0.019214","2021-06-30"
"HK0000294535","100","11","0.009589","2021-06-30"
"HK0000294535","100","12","0.045679","2021-06-30"
"HK0000294535","100","13","0.362357","2021-06-30"
"HK0000294535","100","14","0.362357","2021-06-30"
"HK0000294535","100","15","0.152423","2021-06-30"
"HK0000301942","300","10","0.024797","2021-11-30"
"HK0000301942","300","30","0.863348","2021-11-30"
"HK0000301942","300","50","0.111855","2021-11-30"
"HK0000301942","100","1","0.023677","2021-11-30"
"HK0000301942","100","3","0.005457","2021-11-30"
"HK0000301942","100","5","0.016508","2021-11-30"
"HK0000301942","100","6","0.007267","2021-11-30"
"HK0000301942","100","8","0.004583","2021-11-30"
"HK0000301942","100","9","0.007527","2021-11-30"
"HK0000301942","100","10","0.004705","2021-11-30"
"HK0000301942","100","11","0.010571","2021-11-30"
"HK0000301942","100","12","0.127962","2021-11-30"
"HK0000301942","100","13","0.641582","2021-11-30"
"HK0000301942","100","14","0.659149","2021-11-30"
"HK0000301942","100","15","0.193653","2021-11-30"
"HK0000306685","300","1","0.984834","2021-06-30"
"HK0000306685","300","7","0.015605","2021-06-30"
"HK0000306685","300","8","-0.000439","2021-06-30"
"HK0000306685","100","1","0.039441","2021-06-30"
"HK0000306685","100","12","0.032790","2021-06-30"
"HK0000306685","100","13","0.910981","2021-06-30"
"HK0000306685","100","14","0.910981","2021-06-30"
"HK0000306685","100","15","0.072231","2021-06-30"
"HK0000306685","200","101","0.019268","2021-06-30"
"HK0000306685","200","102","0.194412","2021-06-30"
"HK0000306685","200","103","0.024190","2021-06-30"
"HK0000306685","200","104","0.058327","2021-06-30"
"HK0000306685","200","205","0.041822","2021-06-30"
"HK0000306685","200","206","0.130064","2021-06-30"
"HK0000306685","200","308","0.205442","2021-06-30"
"HK0000306685","200","309","0.014549","2021-06-30"
"HK0000306685","200","310","0.067463","2021-06-30"
"HK0000306685","200","311","0.227675","2021-06-30"
"HK0000306701","300","1","0.984834","2021-06-30"
"HK0000306701","300","7","0.015605","2021-06-30"
"HK0000306701","300","8","-0.000439","2021-06-30"
"HK0000306701","100","1","0.039441","2021-06-30"
"HK0000306701","100","12","0.032790","2021-06-30"
"HK0000306701","100","13","0.910981","2021-06-30"
"HK0000306701","100","14","0.910981","2021-06-30"
"HK0000306701","100","15","0.072231","2021-06-30"
"HK0000306701","200","101","0.019268","2021-06-30"
"HK0000306701","200","102","0.194412","2021-06-30"
"HK0000306701","200","103","0.024190","2021-06-30"
"HK0000306701","200","104","0.058327","2021-06-30"
"HK0000306701","200","205","0.041822","2021-06-30"
"HK0000306701","200","206","0.130064","2021-06-30"
"HK0000306701","200","308","0.205442","2021-06-30"
"HK0000306701","200","309","0.014549","2021-06-30"
"HK0000306701","200","310","0.067463","2021-06-30"
"HK0000306701","200","311","0.227675","2021-06-30"
"HK0000312378","300","1","0.918695","2021-06-30"
"HK0000312378","300","8","0.081305","2021-06-30"
"HK0000312378","100","12","0.116241","2021-06-30"
"HK0000312378","100","13","0.802455","2021-06-30"
"HK0000312378","100","14","0.802455","2021-06-30"
"HK0000312378","100","15","0.116241","2021-06-30"
"HK0000312378","200","102","0.282888","2021-06-30"
"HK0000312378","200","104","0.068181","2021-06-30"
"HK0000312378","200","205","0.147271","2021-06-30"
"HK0000312378","200","206","0.058039","2021-06-30"
"HK0000312378","200","308","0.150769","2021-06-30"
"HK0000312378","200","310","0.038660","2021-06-30"
"HK0000312378","200","311","0.172887","2021-06-30"
"HK0000312386","300","1","0.918695","2021-06-30"
"HK0000312386","300","8","0.081305","2021-06-30"
"HK0000312386","100","12","0.116241","2021-06-30"
"HK0000312386","100","13","0.802455","2021-06-30"
"HK0000312386","100","14","0.802455","2021-06-30"
"HK0000312386","100","15","0.116241","2021-06-30"
"HK0000312386","200","102","0.282888","2021-06-30"
"HK0000312386","200","104","0.068181","2021-06-30"
"HK0000312386","200","205","0.147271","2021-06-30"
"HK0000312386","200","206","0.058039","2021-06-30"
"HK0000312386","200","308","0.150769","2021-06-30"
"HK0000312386","200","310","0.038660","2021-06-30"
"HK0000312386","200","311","0.172887","2021-06-30"
"HK0000316452","300","1","0.937854","2021-06-30"
"HK0000316452","300","7","0.062147","2021-06-30"
"HK0000316452","100","1","0.082840","2021-06-30"
"HK0000316452","100","5","0.068629","2021-06-30"
