fundISINCode,parentCode,fundNameEN,fundNameSC,baseCurrency,shareClassCurrency,fundIndustry,fundStatus,fundRegion,fundInvestType,sharpeRatioM12,sharpeRatioM36,maxDrawdownM12,maxDrawdownM36,standardDeviationM12,standardDeviationM36,dividendFrequencyType,dividendYield,latestDividendYield,msRating,fundAssetsSize,fundSetupDate,minInitialInvestment,minSubsequentInvestment,fundManagementCompanyEN,fundManagementCompanySC,fundInvestObject,fundInvestStrategyEN,fundInvestStrategySC,fundFactSheet,fundStatement,fundAnnualReport,fundInterimReport,fundProspectus,peerGroupRankM1,peerGroupRankM3,peerGroupRankM6,peerGroupRankM12,peerGroupRankM36,netExpenseRatio,annualReportDate,managementFee,categoryId,reportDate
"HK0000384534","FS0000FJOT","E Fund (HK) Asia High Yield Bond Fund Class A HKD Income","易方达（香港）精选亚洲高收益债券基金 A HKD Inc","HKD","HKD","0","1","10","2","-2.340000","","-0.150000","","0.064800","","A$","","","","2915624400.0000","2019-10-30","","","E Fund Management (HK) Co., Ltd","易方达资产管理 (香港) 有限公司","","The investment objective of the Sub-Fund is to achieve long term capital growth through investing globally in a portfolio consisting primarily of high yield debt securities issued by or fully guaranteed by corporations with a Greater China focus, which aim to generate a steady flow of income in addition to capital appreciation for the Sub-Fund, including debt securities issued in emerging markets. There can be no assurance that the Sub-Fund will achieve its investment objective.","","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000151H5&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000151H5&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000151H5&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000151H5&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000151H5&documenttype=1&market=1447&investmenttype=1","73","39","36","62","","","2020-12-31","0.030000","EUCA000877","2021-12-28"
"HK0000414935","FS0000E1P0","Bosera Investment Funds - Bosera Greater China Bond Fund Class I USD Income","博时-东方红大中华债券基金类别I人民币","USD","USD","0","1","11","2","-0.530000","1.080000","-0.040200","-0.044600","0.042500","0.052900","A$","","","","36994179.6400","2018-05-10","","","Bosera Asset Management(Intl) Co., Ltd.","博时基金(国际)有限公司","","The Sub-Fund aims to achieve income and capital appreciation through primarily investing in Greater China fixed income securities.","","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011DRH&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011DRH&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011DRH&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011DRH&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011DRH&documenttype=1&market=1447&investmenttype=1","","","","","","","2020-12-31","0.007500","EUCA000771","2021-12-29"
"HK0000416062","FSUSA08BCR","JPMorgan Pacific Technology (acc) - HKD","摩根太平洋科技基金 (acc) - HKD","HKD","HKD","1","1","10","1","0.000000","1.160000","-0.156300","-0.156300","0.203000","0.227600","","1.197640","0.008050","3","11542317975.7200","2018-06-28","","","JPMorgan Funds (Asia) Limited","摩根基金（亚洲）有限公司","","To provide long-term capital growth through a portfolio consisting primarily of securities of technology companies in the Pacific region, including Japan.","基金之投资政策为透过一个主要投资于在太平洋地区（包括日本）之科技公司之证券之投资组合，为投资者提供长远资本增值。基金亦可为投资目的而投资于衍生工具，例如远期合约、期权、认股权证及期货，并在经理人及投资经理人认为合适之有限情况下，于其投资组合内大量持有现金及以现金为本的工具。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000010QD4&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000010QD4&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000010QD4&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000010QD4&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000010QD4&documenttype=1&market=1447&investmenttype=1","52","62","91","92","54","","2020-09-30","0.015000","EUCA000542","2021-12-29"
"HK0000439601","FS0000E6PF","ChinaAMC Select Fixed Income Allocation Fund Class A USD Accumulation","华夏精选固定收益配置基金A USD Acc","USD","USD","0","1","90","2","0.000000","","-0.021000","","0.019300","","","","","","85733297.6500","2019-08-02","","","China Asset Management (HK) Limited","华夏基金(香港)有限公司","","The Sub-Fund seeks to achieve capital appreciation by directly or indirectly investing not less than 70% of the Net Asset Value of the Sub-Fund in fixed income and debt instruments in markets worldwide. The average portfolio maturity of the Sub-Fund will be no more than 1.6 years.","华夏精选固定收益配置基金为华夏精选基金的子基金，华夏精选基金为香港伞子式单位信托基 金，并受香港法律管辖。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JJ&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JJ&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JJ&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JJ&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JJ&documenttype=1&market=1447&investmenttype=1","","","","","","","2020-12-31","0.017500","EUCA000771","2021-12-28"
"HK0000439627","FS0000E6PF","ChinaAMC Select Fixed Income Allocation Fund Class A HKD Accumulation","华夏精选固定收益配置基金A HKD Acc","HKD","HKD","0","1","90","2","0.020000","","-0.021300","","0.019900","","","","","","671951866.9900","2019-08-02","","","China Asset Management (HK) Limited","华夏基金(香港)有限公司","","The Sub-Fund seeks to achieve capital appreciation by directly or indirectly investing not less than 70% of the Net Asset Value of the Sub-Fund in fixed income and debt instruments in markets worldwide. The average portfolio maturity of the Sub-Fund will be no more than 1.6 years.","华夏精选固定收益配置基金为华夏精选基金的子基金，华夏精选基金为香港伞子式单位信托基 金，并受香港法律管辖。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JI&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JI&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JI&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JI&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147JI&documenttype=1&market=1447&investmenttype=1","","","","","","","2020-12-31","0.017500","EUCA000771","2021-12-28"
"HK0000464252","FS0000E7WJ","E Fund (HK) Hong Kong Dollar Money Market Fund A HKD Accumulation","易方达（香港）港元货币市场基金A HKD Acc","HKD","HKD","0","1","0","3","-1.200000","","-0.004100","","0.003600","","","","","","1264000000.0000","2018-12-18","1000.000000","1000.000000","E Fund Management (HK) Co., Ltd","易方达资产管理 (香港) 有限公司","","The Sub-Fund’s sole objective is to invest in short-term deposits and high quality money market instruments. The Sub-Fund seeks to achieve a return in Hong Kong Dollars in line with prevailing money market rates in Hong Kong, with primary considerations of both capital security and liquidity. There can be no assurance that the Sub-Fund will achieve its investment objective.","子基金的唯一目标是投资于短期存款及优质货币市场工具。子基金寻求实现与香港通行货币市场利率相若的 港元回报，并主要考虑资本安全及流动性。概不保证子基金将可达致其投资目标。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011QYI&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011QYI&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011QYI&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011QYI&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000011QYI&documenttype=1&market=1447&investmenttype=1","","","","","","","2020-12-31","0.001000","EUCA000833","2021-12-30"
"HK0000467222","FS0000G6BA","E Fund Unit Trust Fund - E Fund (HK) Short-Duration Bond Fund Class A (Accumulation) (USD)","易方达（香港）短期债券基金A (Accumulation) (USD)","USD","USD","0","1","11","2","","","","","","","","","","","","2020-07-07","","","E Fund Management (HK) Co., Ltd","易方达资产管理 (香港) 有限公司","","The investment objective of the Sub-Fund is to achieve long term capital growth through investing globally in a portfolio consisting primarily of debt securities denominated in USD, EUR, HKD or offshore RMB with maturity not longer than 3 years , which aim to generate a steady flow of income in addition to capital appreciation for the Sub-Fund, including debt securities issued in emerging markets. There can be no assurance that the Sub-Fund will achieve its investment objective.","","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW4&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW4&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW4&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW4&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW4&documenttype=1&market=1447&investmenttype=1","5","7","","21","","","2020-12-31","0.030000","EUCA000899","2021-12-29"
"HK0000467263","FS0000G6BA","E Fund Unit Trust Fund - E Fund (HK) Short-Duration Bond Fund Class A (Accumulation) (HKD)","易方达（香港）短期债券基金A (Accumulation) (HKD)","HKD","HKD","0","1","11","2","","","","","","","","","","","","2020-07-07","","","E Fund Management (HK) Co., Ltd","易方达资产管理 (香港) 有限公司","","The investment objective of the Sub-Fund is to achieve long term capital growth through investing globally in a portfolio consisting primarily of debt securities denominated in USD, EUR, HKD or offshore RMB with maturity not longer than 3 years , which aim to generate a steady flow of income in addition to capital appreciation for the Sub-Fund, including debt securities issued in emerging markets. There can be no assurance that the Sub-Fund will achieve its investment objective.","","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW3&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW3&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW3&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW3&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015HW3&documenttype=1&market=1447&investmenttype=1","5","7","6","20","","","2020-12-31","0.030000","EUCA000899","2021-12-29"
"HK0000489945","FS0000F7P5","ChinaAMC Select Money Market Fund Class A HKD Accumulation","华夏精选货币基金A HKD Acc","HKD","HKD","0","1","0","3","-1.780000","","-0.005800","","0.003500","","","","","","50385470.5100","2020-02-11","","","China Asset Management (HK) Limited","华夏基金(香港)有限公司","","","","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000013HJD&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000013HJD&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000013HJD&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000013HJD&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000013HJD&documenttype=1&market=1447&investmenttype=1","","","","","","","2020-12-31","0.017500","EUCA000833","2021-12-30"
"HK0000500386","FS0000D6WK","E Fund Selection Investment Series - E Fund (HK) China Equity Dividend Fund A USD Acc","易方达（香港）中国股票股息基金A （累积单位类别）","USD","USD","0","1","11","1","-0.400000","","-0.230800","","0.215900","","","1.380470","0.010040","","","2019-08-29","","","E Fund Management (HK) Co., Ltd","易方达资产管理 (香港) 有限公司","","E Fund China Equity Dividend Fund seeks to achieve long-term capital appreciation primarily through equity-based investments in equity and equity-related securities of companies which are incorporated in, have their area of primary activity in or are related to the growth of China’s economy and are expected to achieve high dividend returns.","","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147YQ&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147YQ&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147YQ&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147YQ&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000147YQ&documenttype=1&market=1447&investmenttype=1","56","92","55","57","","","2020-12-31","0.030000","EUCA000504","2021-12-29"
"HK0000554565","FSGBR06G1I","First Sentier Asian Bridge Fund Class I HKD","首源亚洲铁桥基金 I HKD MDis","HKD","HKD","0","1","10","4","0.080000","","-0.061700","","0.077700","","M$","1.694880","0.014480","","3007714120.1900","2019-12-16","","","First Sentier Investors (Hong Kong) Limited","首源投资（香港）有限公司","","The Fund provides investors with medium team capital stability, a regular income steam and the potential for capital growth over the medium to long term through investment primarily in a balanced portfolio consisting of equity or equity-related investments and fixed income debt securities issued by governments, supra-national entities, corporate or other issuers in the Asian (including Australia and New Zealand but excluding Japan) debt and securities markets. Although the Fund may invest in companies or issuers outside the Asian region, the Fund will normally invest at least 70% of its net assets in the Asian region.","本基金的目标在於透过主要投资於一项平均衡投资组合，中期内為投资者维持 资本稳定及定期收益来源，以及提供中长线资本增值潜力；该组合包含亚洲(包 括澳洲及纽西兰但不包括日本)债务及证券市场上所发行的股票相关投资及定息 债务证券。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000014M98&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000014M98&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000014M98&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000014M98&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000014M98&documenttype=1&market=1447&investmenttype=1","53","78","37","58","","","2021-06-30","0.022500","EUCA000559","2021-12-29"
"HK0000616265","FS0000G5X1","ChinaAMC Global Investment Grade Bond Fund Class I USD Income","","USD","USD","0","1","90","2","0.720000","","-0.016000","","0.024800","","A$","","","","","2020-06-15","","","China Asset Management (HK) Limited","华夏基金(香港)有限公司","","The investment objective of the Fund is to provide Unitholders with long term capital growth primarily through investing in investment grade fixed income and debt instruments in markets worldwide.","","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015GGV&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015GGV&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015GGV&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015GGV&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F000015GGV&documenttype=1&market=1447&investmenttype=1","","","","","","","2020-12-31","0.050000","EUCA000771","2021-12-29"
"HK0000672128","FS0000D17Z","E Fund (HK) Select Bond Fund A HKD Acc","易方达(香港)精选债券基金A HKD Acc","HKD","HKD","0","1","11","2","","","","","","","A$","","","","","2021-03-24","","","E Fund Management (HK) Co., Ltd","易方达资产管理 (香港) 有限公司","","The investment objective of E Fund Global Bond Fund is to achieve long term capital growth through investing globally in a portfolio consisting primarily of investment grade debt securities denominated in offshore RMB, USD, EUR or HKD which aim to generate a steady flow of income in addition to capital appreciation for the Sub-Fund.","易方达(香港)精选债券基金的投资目标是通过在全球投资于主要由以离岸人民币、美元、欧元或港元计价 的投资级别债务证券组成的投资组合, 旨在除资本增值外, 为本基金产生稳定收入流, 从而实现长期资本增 长。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RU&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RU&documenttype=76&market=1447&investmenttype=1","N/A","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RU&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RU&documenttype=1&market=1447&investmenttype=1","34","5","2","","","","","0.030000","EUCA000759","2021-12-29"
"HK0000672136","FS0000D17Z","E Fund (HK) Select Bond Fund A HKD Inc","易方达(香港)精选债券基金A HKD Inc","HKD","HKD","0","1","11","2","","","","","","","A$","","","","","2021-03-24","","","E Fund Management (HK) Co., Ltd","易方达资产管理 (香港) 有限公司","","The investment objective of E Fund Global Bond Fund is to achieve long term capital growth through investing globally in a portfolio consisting primarily of investment grade debt securities denominated in offshore RMB, USD, EUR or HKD which aim to generate a steady flow of income in addition to capital appreciation for the Sub-Fund.","易方达(香港)精选债券基金的投资目标是通过在全球投资于主要由以离岸人民币、美元、欧元或港元计价 的投资级别债务证券组成的投资组合, 旨在除资本增值外, 为本基金产生稳定收入流, 从而实现长期资本增 长。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RT&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RT&documenttype=76&market=1447&investmenttype=1","N/A","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RT&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0000174RT&documenttype=1&market=1447&investmenttype=1","37","5","2","","","","","0.030000","EUCA000759","2021-12-29"
"IE0000829568","FSGBR0579P","Barings Global Bond Fund-Class A USD Inc","霸菱国际伞子基金-国际债券基金USD","USD","USD","0","1","0","2","-1.310000","0.510000","-0.089400","-0.089400","0.057900","0.065700","a$","","","4","70288354.0700","1978-07-07","5000.000000","500.000000","Baring International Fund Mgrs (Ireland) Limited","霸菱资产管理有限公司","Objective: To seek a maximum total return, through current income generation and capital appreciation. Investment Policy: The fund invests primarily in an actively managed globally diversified portfolio which at least 80% of its Net Asset Value is invested in fixed income instruments. - The fixed income instruments in which the Fund invests may include government bonds, covered bonds, global corporate bonds, notes, debentures, government obligations and sovereign issues, commercial paper, asset-backed securities (“ABS”), commercial and residential- mortgage backed securities (“CMBS” and “RMBS”). The Fund may invest in investment grade and up to 50% of the Fund’s Net Asset Value in sub- investment grade fixed income instruments; up to 25% of its Net Asset Value in collateralised and/or securitised products such as covered bonds, ABS, CMBS and RMBS; and up to 10% of its Net Asset Value in securities issued and/or guaranteed by a single sovereign (including its government, a public or local government of that country) which is rated sub-investment grade. An investment grade fixed income security is one which carries a lower (but not zero) degree of risk than sub-investment grade fixed income securities, as such investment grade fixed income securities typically carry a lower rate of interest than higher yielding fixed income securities. - The fund may use derivative instruments for both investment and hedging purposes. The return on a derivative is linked to movements in an underlying instrument referenced by the derivative such as currency or interest rates. The base currency of the fund is USD. Distribution Policy: Income will be declared and distributed as a dividend semi-annually. Dealing Frequency: Daily. Investors can buy and sell their shares on demand on each Business Day (as defined in the prospectus and supplement). Benchmark: FTSE World Government Bond Index'. The fund is actively managed and is not designed to track the Benchmark so its performance may deviate materially from the Benchmark. The investment manager will manage global exposure of the fund to within 200% of the Benchmark's value-at-risk (""VaR”). The VaR of a fund is a daily estimation of the maximum loss which a fund may incur over a 1 day period. The investment manager has complete discretion in making investments and is not otherwise constrained by the Benchmark. The fund may invest significantly in instruments which are not included in the Benchmark. As well as this, the Benchmark is used only for risk management and performance comparison purposes. The investment manager may consider, for example, issuer exposures, duration, sector weights, country weights, credit ratings and tracking error in each case relative to the Benchmark but (other than as set out above) does not use the Benchmark as an investment limitation. For further details please refer to the prospectus and supplement.","The investment objective of the Fund is to seek a maximum total return, through current income generation and capital appreciation. The “total return” sought by the Fund consists of income and capital appreciation, if any, w hich generally arises from decreases in interest rates or improving credit fundamentals for a particular government, industry sector or security.","本基金的目标是达至具吸引力的收益水平，同时有可能达至资产值的长期增值。按经理人的政策，本基金将持有一个国际性的多元化公司及政府定息證券投资组合。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04SJ5&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04SJ5&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04SJ5&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04SJ5&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04SJ5&documenttype=1&market=1447&investmenttype=1","27","65","56","95","27","0.012000","2021-04-30","0.007500","EUCA000759","2021-12-27"
"IE0008368742","FSGBR0504S","FSSA China Growth Fund Class I (Accumulation) USD","首源环球伞子基金-首源中国增长基金 I","USD","USD","0","1","11","1","0.000000","0.780000","-0.128700","-0.165500","0.150700","0.190400","","2.032950","0.017450","4","3885289369.2900","1999-08-17","1000.000000","500.000000","First Sentier Investors (Hong Kong) Limited","首源投资（香港）有限公司","Objective: The Fund aims to grow your investment. Policy: The Fund invests at least 70% of its assets in shares of companies based in, or closely associated with, mainland China. The Fund may invest up to 100% of its assets in any industry and in companies of any size. The Fund will invest less than 100% of its assets in China A Shares. The Fund is actively managed meaning that the manager uses expertise to pick investments rather than tracking a benchmark. The Fund’s performance is compared against the value of the MSCI China Index. A majority of the Fund’s assets can be expected to be components of the benchmark. Investment of the Fund’s assets is not constrained by the benchmark composition and the Manager has discretion within the Fund’s investment policy to invest in assets without regard to the benchmark. The Fund may use derivatives with the aim of risk reduction or efficient management. You can buy and sell shares in the Fund on any day on which Irish banks are open for business. As long as we receive your instruction before 10 am (Irish time), shares will be bought at that day’s price. The Fund's manager may use its discretion when deciding which investments should be held by the Fund. You will not receive any income from your investment. Any income will be rolled up into the value of shares in the Fund. Recommendation: this Fund may not be appropriate for investors who plan to withdraw their money within five years.","The Fund invests primarily (at least 70% of its Net Asset Value) in equity securities or equity-related securities issued by companies with either assets in, or revenues derived from the People’s Republic of China that are listed, traded or dealt in on Regulated Markets in China, Hong Kong, Taiwan, the U.S. or in a member state of the OECD. The Fund is not subject to any limitation on the portion of its Net Asset Value that may be invested in any sector or any limitation on the market capitalisation of the companies in which it may invest.","该基金主要投资於在中华人民共和国、香港、台湾、美国或经合发组织成员国受监管市场上市、买卖或交易的证券，发行该等证券的企业必须在中国拥有资產，又或其收入乃来自中国。","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=446&investmentid=F0GBR04C5N&documenttype=52&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04C5N&documenttype=76&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04C5N&documenttype=4&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=451&investmentid=F0GBR04C5N&documenttype=5&market=1447&investmenttype=1","https://doc.morningstar.com/LatestDoc.aspx?clientid=demo&key=morningstardata&language=446&investmentid=F0GBR04C5N&documenttype=1&market=1447&investmenttype=1","16","39","19","22","34","0.021100","2021-06-30","0.020000","EUCA000504","2021-12-27"
